GNP.deflator,GNP,Unemployed,Armed.Forces,Population,Employed
1605.791765,14298.86185,9100.709853,4343.929559,1089.697499,545.0216265
1608.038382,14319.64029,9113.826176,4350.028529,1091.149737,545.7381382
1610.285,14340.41873,9126.9425,4356.1275,1092.601975,546.45465
1612.531618,14361.19716,9140.058824,4362.226471,1094.054213,547.1711618
1614.778235,14381.9756,9153.175147,4368.325441,1095.506451,547.8876735
1617.024853,14402.75404,9166.291471,4374.424412,1096.95869,548.6041853
1619.271471,14423.53247,9179.407794,4380.523382,1098.410928,549.3206971
1621.518088,14444.31091,9192.524118,4386.622353,1099.863166,550.0372088
1623.764706,14465.08935,9205.640441,4392.721324,1101.315404,550.7537206
1626.011324,14485.86778,9218.756765,4398.820294,1102.767643,551.4702324
1628.257941,14506.64622,9231.873088,4404.919265,1104.219881,552.1867441
1630.504559,14527.42466,9244.989412,4411.018235,1105.672119,552.9032559
1632.751176,14548.20309,9258.105735,4417.117206,1107.124357,553.6197676
1634.997794,14568.98153,9271.222059,4423.216176,1108.576596,554.3362794
1637.244412,14589.75997,9284.338382,4429.315147,1110.028834,555.0527912
1639.491029,14610.5384,9297.454706,4435.414118,1111.481072,555.7693029
1641.737647,14631.31684,9310.571029,4441.513088,1112.93331,556.4858147
1643.984265,14652.09528,9323.687353,4447.612059,1114.385549,557.2023265
1646.230882,14672.87371,9336.803676,4453.711029,1115.837787,557.9188382
1648.4775,14693.65215,9349.92,4459.81,1117.290025,558.63535
1650.724118,14714.43059,9363.036324,4465.908971,1118.742263,559.3518618
1652.970735,14735.20902,9376.152647,4472.007941,1120.194501,560.0683735
1655.217353,14755.98746,9389.268971,4478.106912,1121.64674,560.7848853
1657.463971,14776.7659,9402.385294,4484.205882,1123.098978,561.5013971
1659.710588,14797.54433,9415.501618,4490.304853,1124.551216,562.2179088
1661.957206,14818.32277,9428.617941,4496.403824,1126.003454,562.9344206
1664.203824,14839.10121,9441.734265,4502.502794,1127.455693,563.6509324
1666.450441,14859.87964,9454.850588,4508.601765,1128.907931,564.3674441
1668.697059,14880.65808,9467.966912,4514.700735,1130.360169,565.0839559
1670.943676,14901.43652,9481.083235,4520.799706,1131.812407,565.8004676
1673.190294,14922.21495,9494.199559,4526.898676,1133.264646,566.5169794
1675.436912,14942.99339,9507.315882,4532.997647,1134.716884,567.2334912
1677.683529,14963.77183,9520.432206,4539.096618,1136.169122,567.9500029
1679.930147,14984.55026,9533.548529,4545.195588,1137.62136,568.6665147
1682.176765,15005.3287,9546.664853,4551.294559,1139.073599,569.3830265
1684.423382,15026.10714,9559.781176,4557.393529,1140.525837,570.0995382
1686.67,15046.88558,9572.8975,4563.4925,1141.978075,570.81605
1688.916618,15067.66401,9586.013824,4569.591471,1143.430313,571.5325618
1691.163235,15088.44245,9599.130147,4575.690441,1144.882551,572.2490735
1693.409853,15109.22089,9612.246471,4581.789412,1146.33479,572.9655853
1695.656471,15129.99932,9625.362794,4587.888382,1147.787028,573.6820971
1697.903088,15150.77776,9638.479118,4593.987353,1149.239266,574.3986088
1700.149706,15171.5562,9651.595441,4600.086324,1150.691504,575.1151206
1702.396324,15192.33463,9664.711765,4606.185294,1152.143743,575.8316324
1704.642941,15213.11307,9677.828088,4612.284265,1153.595981,576.5481441
1706.889559,15233.89151,9690.944412,4618.383235,1155.048219,577.2646559
1709.136176,15254.66994,9704.060735,4624.482206,1156.500457,577.9811676
1711.382794,15275.44838,9717.177059,4630.581176,1157.952696,578.6976794
1713.629412,15296.22682,9730.293382,4636.680147,1159.404934,579.4141912
1715.876029,15317.00525,9743.409706,4642.779118,1160.857172,580.1307029
1718.122647,15337.78369,9756.526029,4648.878088,1162.30941,580.8472147
1720.369265,15358.56213,9769.642353,4654.977059,1163.761649,581.5637265
1722.615882,15379.34056,9782.758676,4661.076029,1165.213887,582.2802382
1724.8625,15400.119,9795.875,4667.175,1166.666125,582.99675
1727.109118,15420.89744,9808.991324,4673.273971,1168.118363,583.7132618
1729.355735,15441.67587,9822.107647,4679.372941,1169.570601,584.4297735
1731.602353,15462.45431,9835.223971,4685.471912,1171.02284,585.1462853
1733.848971,15483.23275,9848.340294,4691.570882,1172.475078,585.8627971
1736.095588,15504.01118,9861.456618,4697.669853,1173.927316,586.5793088
1738.342206,15524.78962,9874.572941,4703.768824,1175.379554,587.2958206
1740.588824,15545.56806,9887.689265,4709.867794,1176.831793,588.0123324
1742.835441,15566.34649,9900.805588,4715.966765,1178.284031,588.7288441
1745.082059,15587.12493,9913.921912,4722.065735,1179.736269,589.4453559
1747.328676,15607.90337,9927.038235,4728.164706,1181.188507,590.1618676
1749.575294,15628.6818,9940.154559,4734.263676,1182.640746,590.8783794
1751.821912,15649.46024,9953.270882,4740.362647,1184.092984,591.5948912
1754.068529,15670.23868,9966.387206,4746.461618,1185.545222,592.3114029
1756.315147,15691.01711,9979.503529,4752.560588,1186.99746,593.0279147
1758.561765,15711.79555,9992.619853,4758.659559,1188.449699,593.7444265
1760.808382,15732.57399,10005.73618,4764.758529,1189.901937,594.4609382
1763.055,15753.35243,10018.8525,4770.8575,1191.354175,595.17745
1765.301618,15774.13086,10031.96882,4776.956471,1192.806413,595.8939618
1767.548235,15794.9093,10045.08515,4783.055441,1194.258651,596.6104735
1769.794853,15815.68774,10058.20147,4789.154412,1195.71089,597.3269853
1772.041471,15836.46617,10071.31779,4795.253382,1197.163128,598.0434971
1774.288088,15857.24461,10084.43412,4801.352353,1198.615366,598.7600088
1776.534706,15878.02305,10097.55044,4807.451324,1200.067604,599.4765206
1778.781324,15898.80148,10110.66676,4813.550294,1201.519843,600.1930324
1781.027941,15919.57992,10123.78309,4819.649265,1202.972081,600.9095441
1783.274559,15940.35836,10136.89941,4825.748235,1204.424319,601.6260559
1785.521176,15961.13679,10150.01574,4831.847206,1205.876557,602.3425676
1787.767794,15981.91523,10163.13206,4837.946176,1207.328796,603.0590794
1790.014412,16002.69367,10176.24838,4844.045147,1208.781034,603.7755912
1792.261029,16023.4721,10189.36471,4850.144118,1210.233272,604.4921029
1794.507647,16044.25054,10202.48103,4856.243088,1211.68551,605.2086147
1796.754265,16065.02898,10215.59735,4862.342059,1213.137749,605.9251265
1799.000882,16085.80741,10228.71368,4868.441029,1214.589987,606.6416382
1801.2475,16106.58585,10241.83,4874.54,1216.042225,607.35815
1803.494118,16127.36429,10254.94632,4880.638971,1217.494463,608.0746618
1805.740735,16148.14272,10268.06265,4886.737941,1218.946701,608.7911735
1807.987353,16168.92116,10281.17897,4892.836912,1220.39894,609.5076853
1810.233971,16189.6996,10294.29529,4898.935882,1221.851178,610.2241971
1812.480588,16210.47803,10307.41162,4905.034853,1223.303416,610.9407088
1814.727206,16231.25647,10320.52794,4911.133824,1224.755654,611.6572206
1816.973824,16252.03491,10333.64426,4917.232794,1226.207893,612.3737324
1819.220441,16272.81334,10346.76059,4923.331765,1227.660131,613.0902441
1821.467059,16293.59178,10359.87691,4929.430735,1229.112369,613.8067559
1823.713676,16314.37022,10372.99324,4935.529706,1230.564607,614.5232676
1825.960294,16335.14865,10386.10956,4941.628676,1232.016846,615.2397794
1828.206912,16355.92709,10399.22588,4947.727647,1233.469084,615.9562912
1830.453529,16376.70553,10412.34221,4953.826618,1234.921322,616.6728029
1832.700147,16397.48396,10425.45853,4959.925588,1236.37356,617.3893147
1834.946765,16418.2624,10438.57485,4966.024559,1237.825799,618.1058265
1837.193382,16439.04084,10451.69118,4972.123529,1239.278037,618.8223382
1839.44,16459.81928,10464.8075,4978.2225,1240.730275,619.53885
1841.686618,16480.59771,10477.92382,4984.321471,1242.182513,620.2553618
1843.933235,16501.37615,10491.04015,4990.420441,1243.634751,620.9718735
1846.179853,16522.15459,10504.15647,4996.519412,1245.08699,621.6883853
1848.426471,16542.93302,10517.27279,5002.618382,1246.539228,622.4048971
1850.673088,16563.71146,10530.38912,5008.717353,1247.991466,623.1214088
1852.919706,16584.4899,10543.50544,5014.816324,1249.443704,623.8379206
1855.166324,16605.26833,10556.62176,5020.915294,1250.895943,624.5544324
1857.412941,16626.04677,10569.73809,5027.014265,1252.348181,625.2709441
1859.659559,16646.82521,10582.85441,5033.113235,1253.800419,625.9874559
1861.906176,16667.60364,10595.97074,5039.212206,1255.252657,626.7039676
1864.152794,16688.38208,10609.08706,5045.311176,1256.704896,627.4204794
1866.399412,16709.16052,10622.20338,5051.410147,1258.157134,628.1369912
1868.646029,16729.93895,10635.31971,5057.509118,1259.609372,628.8535029
1870.892647,16750.71739,10648.43603,5063.608088,1261.06161,629.5700147
1873.139265,16771.49583,10661.55235,5069.707059,1262.513849,630.2865265
1875.385882,16792.27426,10674.66868,5075.806029,1263.966087,631.0030382
1877.6325,16813.0527,10687.785,5081.905,1265.418325,631.71955
1879.879118,16833.83114,10700.90132,5088.003971,1266.870563,632.4360618
1882.125735,16854.60957,10714.01765,5094.102941,1268.322801,633.1525735
1884.372353,16875.38801,10727.13397,5100.201912,1269.77504,633.8690853
1886.618971,16896.16645,10740.25029,5106.300882,1271.227278,634.5855971
1888.865588,16916.94488,10753.36662,5112.399853,1272.679516,635.3021088
1891.112206,16937.72332,10766.48294,5118.498824,1274.131754,636.0186206
1893.358824,16958.50176,10779.59926,5124.597794,1275.583993,636.7351324
1895.605441,16979.28019,10792.71559,5130.696765,1277.036231,637.4516441
1897.852059,17000.05863,10805.83191,5136.795735,1278.488469,638.1681559
1900.098676,17020.83707,10818.94824,5142.894706,1279.940707,638.8846676
1902.345294,17041.6155,10832.06456,5148.993676,1281.392946,639.6011794
1904.591912,17062.39394,10845.18088,5155.092647,1282.845184,640.3176912
1906.838529,17083.17238,10858.29721,5161.191618,1284.297422,641.0342029
1909.085147,17103.95081,10871.41353,5167.290588,1285.74966,641.7507147
1911.331765,17124.72925,10884.52985,5173.389559,1287.201899,642.4672265
1913.578382,17145.50769,10897.64618,5179.488529,1288.654137,643.1837382
1915.825,17166.28613,10910.7625,5185.5875,1290.106375,643.90025
1918.071618,17187.06456,10923.87882,5191.686471,1291.558613,644.6167618
1920.318235,17207.843,10936.99515,5197.785441,1293.010851,645.3332735
1922.564853,17228.62144,10950.11147,5203.884412,1294.46309,646.0497853
1924.811471,17249.39987,10963.22779,5209.983382,1295.915328,646.7662971
1927.058088,17270.17831,10976.34412,5216.082353,1297.367566,647.4828088
1929.304706,17290.95675,10989.46044,5222.181324,1298.819804,648.1993206
1931.551324,17311.73518,11002.57676,5228.280294,1300.272043,648.9158324
1933.797941,17332.51362,11015.69309,5234.379265,1301.724281,649.6323441
1936.044559,17353.29206,11028.80941,5240.478235,1303.176519,650.3488559
1938.291176,17374.07049,11041.92574,5246.577206,1304.628757,651.0653676
1940.537794,17394.84893,11055.04206,5252.676176,1306.080996,651.7818794
1942.784412,17415.62737,11068.15838,5258.775147,1307.533234,652.4983912
1945.031029,17436.4058,11081.27471,5264.874118,1308.985472,653.2149029
1947.277647,17457.18424,11094.39103,5270.973088,1310.43771,653.9314147
1949.524265,17477.96268,11107.50735,5277.072059,1311.889949,654.6479265
1951.770882,17498.74111,11120.62368,5283.171029,1313.342187,655.3644382
1954.0175,17519.51955,11133.74,5289.27,1314.794425,656.08095
1956.264118,17540.29799,11146.85632,5295.368971,1316.246663,656.7974618
1958.510735,17561.07642,11159.97265,5301.467941,1317.698901,657.5139735
1960.757353,17581.85486,11173.08897,5307.566912,1319.15114,658.2304853
1963.003971,17602.6333,11186.20529,5313.665882,1320.603378,658.9469971
1965.250588,17623.41173,11199.32162,5319.764853,1322.055616,659.6635088
1967.497206,17644.19017,11212.43794,5325.863824,1323.507854,660.3800206
1969.743824,17664.96861,11225.55426,5331.962794,1324.960093,661.0965324
1971.990441,17685.74704,11238.67059,5338.061765,1326.412331,661.8130441
1974.237059,17706.52548,11251.78691,5344.160735,1327.864569,662.5295559
1976.483676,17727.30392,11264.90324,5350.259706,1329.316807,663.2460676
1978.730294,17748.08235,11278.01956,5356.358676,1330.769046,663.9625794
1980.976912,17768.86079,11291.13588,5362.457647,1332.221284,664.6790912
1983.223529,17789.63923,11304.25221,5368.556618,1333.673522,665.3956029
1985.470147,17810.41766,11317.36853,5374.655588,1335.12576,666.1121147
1987.716765,17831.1961,11330.48485,5380.754559,1336.577999,666.8286265
1989.963382,17851.97454,11343.60118,5386.853529,1338.030237,667.5451382
1992.21,17872.75298,11356.7175,5392.9525,1339.482475,668.26165
1994.456618,17893.53141,11369.83382,5399.051471,1340.934713,668.9781618
1996.703235,17914.30985,11382.95015,5405.150441,1342.386951,669.6946735
1998.949853,17935.08829,11396.06647,5411.249412,1343.83919,670.4111853
2001.196471,17955.86672,11409.18279,5417.348382,1345.291428,671.1276971
2003.443088,17976.64516,11422.29912,5423.447353,1346.743666,671.8442088
2005.689706,17997.4236,11435.41544,5429.546324,1348.195904,672.5607206
2007.936324,18018.20203,11448.53176,5435.645294,1349.648143,673.2772324
2010.182941,18038.98047,11461.64809,5441.744265,1351.100381,673.9937441
2012.429559,18059.75891,11474.76441,5447.843235,1352.552619,674.7102559
2014.676176,18080.53734,11487.88074,5453.942206,1354.004857,675.4267676
2016.922794,18101.31578,11500.99706,5460.041176,1355.457096,676.1432794
2019.169412,18122.09422,11514.11338,5466.140147,1356.909334,676.8597912
2021.416029,18142.87265,11527.22971,5472.239118,1358.361572,677.5763029
2023.662647,18163.65109,11540.34603,5478.338088,1359.81381,678.2928147
2025.909265,18184.42953,11553.46235,5484.437059,1361.266049,679.0093265
2028.155882,18205.20796,11566.57868,5490.536029,1362.718287,679.7258382
2030.4025,18225.9864,11579.695,5496.635,1364.170525,680.44235
2032.649118,18246.76484,11592.81132,5502.733971,1365.622763,681.1588618
2034.895735,18267.54327,11605.92765,5508.832941,1367.075001,681.8753735
2037.142353,18288.32171,11619.04397,5514.931912,1368.52724,682.5918853
2039.388971,18309.10015,11632.16029,5521.030882,1369.979478,683.3083971
2041.635588,18329.87858,11645.27662,5527.129853,1371.431716,684.0249088
2043.882206,18350.65702,11658.39294,5533.228824,1372.883954,684.7414206
2046.128824,18371.43546,11671.50926,5539.327794,1374.336193,685.4579324
2048.375441,18392.21389,11684.62559,5545.426765,1375.788431,686.1744441
2050.622059,18412.99233,11697.74191,5551.525735,1377.240669,686.8909559
2052.868676,18433.77077,11710.85824,5557.624706,1378.692907,687.6074676
2055.115294,18454.5492,11723.97456,5563.723676,1380.145146,688.3239794
2057.361912,18475.32764,11737.09088,5569.822647,1381.597384,689.0404912
2059.608529,18496.10608,11750.20721,5575.921618,1383.049622,689.7570029
2061.855147,18516.88451,11763.32353,5582.020588,1384.50186,690.4735147
2064.101765,18537.66295,11776.43985,5588.119559,1385.954099,691.1900265
2066.348382,18558.44139,11789.55618,5594.218529,1387.406337,691.9065382
2068.595,18579.21983,11802.6725,5600.3175,1388.858575,692.62305
2070.841618,18599.99826,11815.78882,5606.416471,1390.310813,693.3395618
2073.088235,18620.7767,11828.90515,5612.515441,1391.763051,694.0560735
2075.334853,18641.55514,11842.02147,5618.614412,1393.21529,694.7725853
2077.581471,18662.33357,11855.13779,5624.713382,1394.667528,695.4890971
2079.828088,18683.11201,11868.25412,5630.812353,1396.119766,696.2056088
2082.074706,18703.89045,11881.37044,5636.911324,1397.572004,696.9221206
2084.321324,18724.66888,11894.48676,5643.010294,1399.024243,697.6386324
2086.567941,18745.44732,11907.60309,5649.109265,1400.476481,698.3551441
2088.814559,18766.22576,11920.71941,5655.208235,1401.928719,699.0716559
2091.061176,18787.00419,11933.83574,5661.307206,1403.380957,699.7881676
2093.307794,18807.78263,11946.95206,5667.406176,1404.833196,700.5046794
2095.554412,18828.56107,11960.06838,5673.505147,1406.285434,701.2211912
2097.801029,18849.3395,11973.18471,5679.604118,1407.737672,701.9377029
2100.047647,18870.11794,11986.30103,5685.703088,1409.18991,702.6542147
2102.294265,18890.89638,11999.41735,5691.802059,1410.642149,703.3707265
2104.540882,18911.67481,12012.53368,5697.901029,1412.094387,704.0872382
2106.7875,18932.45325,12025.65,5704,1413.546625,704.80375
2109.034118,18953.23169,12038.76632,5710.098971,1414.998863,705.5202618
2111.280735,18974.01012,12051.88265,5716.197941,1416.451101,706.2367735
2113.527353,18994.78856,12064.99897,5722.296912,1417.90334,706.9532853
2115.773971,19015.567,12078.11529,5728.395882,1419.355578,707.6697971
2118.020588,19036.34543,12091.23162,5734.494853,1420.807816,708.3863088
2120.267206,19057.12387,12104.34794,5740.593824,1422.260054,709.1028206
2122.513824,19077.90231,12117.46426,5746.692794,1423.712293,709.8193324
2124.760441,19098.68074,12130.58059,5752.791765,1425.164531,710.5358441
2127.007059,19119.45918,12143.69691,5758.890735,1426.616769,711.2523559
2129.253676,19140.23762,12156.81324,5764.989706,1428.069007,711.9688676
2131.500294,19161.01605,12169.92956,5771.088676,1429.521246,712.6853794
2133.746912,19181.79449,12183.04588,5777.187647,1430.973484,713.4018912
2135.993529,19202.57293,12196.16221,5783.286618,1432.425722,714.1184029
2138.240147,19223.35136,12209.27853,5789.385588,1433.87796,714.8349147
2140.486765,19244.1298,12222.39485,5795.484559,1435.330199,715.5514265
2142.733382,19264.90824,12235.51118,5801.583529,1436.782437,716.2679382
2144.98,19285.68668,12248.6275,5807.6825,1438.234675,716.98445
2147.226618,19306.46511,12261.74382,5813.781471,1439.686913,717.7009618
2149.473235,19327.24355,12274.86015,5819.880441,1441.139151,718.4174735
2151.719853,19348.02199,12287.97647,5825.979412,1442.59139,719.1339853
2153.966471,19368.80042,12301.09279,5832.078382,1444.043628,719.8504971
2156.213088,19389.57886,12314.20912,5838.177353,1445.495866,720.5670088
2158.459706,19410.3573,12327.32544,5844.276324,1446.948104,721.2835206
2160.706324,19431.13573,12340.44176,5850.375294,1448.400343,722.0000324
2162.952941,19451.91417,12353.55809,5856.474265,1449.852581,722.7165441
2165.199559,19472.69261,12366.67441,5862.573235,1451.304819,723.4330559
2167.446176,19493.47104,12379.79074,5868.672206,1452.757057,724.1495676
2169.692794,19514.24948,12392.90706,5874.771176,1454.209296,724.8660794
2171.939412,19535.02792,12406.02338,5880.870147,1455.661534,725.5825912
2174.186029,19555.80635,12419.13971,5886.969118,1457.113772,726.2991029
2176.432647,19576.58479,12432.25603,5893.068088,1458.56601,727.0156147
2178.679265,19597.36323,12445.37235,5899.167059,1460.018249,727.7321265
2180.925882,19618.14166,12458.48868,5905.266029,1461.470487,728.4486382
2183.1725,19638.9201,12471.605,5911.365,1462.922725,729.16515
2185.419118,19659.69854,12484.72132,5917.463971,1464.374963,729.8816618
2187.665735,19680.47697,12497.83765,5923.562941,1465.827201,730.5981735
2189.912353,19701.25541,12510.95397,5929.661912,1467.27944,731.3146853
2192.158971,19722.03385,12524.07029,5935.760882,1468.731678,732.0311971
2194.405588,19742.81228,12537.18662,5941.859853,1470.183916,732.7477088
2196.652206,19763.59072,12550.30294,5947.958824,1471.636154,733.4642206
2198.898824,19784.36916,12563.41926,5954.057794,1473.088393,734.1807324
2201.145441,19805.14759,12576.53559,5960.156765,1474.540631,734.8972441
2203.392059,19825.92603,12589.65191,5966.255735,1475.992869,735.6137559
2205.638676,19846.70447,12602.76824,5972.354706,1477.445107,736.3302676
2207.885294,19867.4829,12615.88456,5978.453676,1478.897346,737.0467794
2210.131912,19888.26134,12629.00088,5984.552647,1480.349584,737.7632912
2212.378529,19909.03978,12642.11721,5990.651618,1481.801822,738.4798029
2214.625147,19929.81821,12655.23353,5996.750588,1483.25406,739.1963147
2216.871765,19950.59665,12668.34985,6002.849559,1484.706299,739.9128265
2219.118382,19971.37509,12681.46618,6008.948529,1486.158537,740.6293382
2221.365,19992.15353,12694.5825,6015.0475,1487.610775,741.34585
2223.611618,20012.93196,12707.69882,6021.146471,1489.063013,742.0623618
2225.858235,20033.7104,12720.81515,6027.245441,1490.515251,742.7788735
2228.104853,20054.48884,12733.93147,6033.344412,1491.96749,743.4953853
2230.351471,20075.26727,12747.04779,6039.443382,1493.419728,744.2118971
2232.598088,20096.04571,12760.16412,6045.542353,1494.871966,744.9284088
2234.844706,20116.82415,12773.28044,6051.641324,1496.324204,745.6449206
2237.091324,20137.60258,12786.39676,6057.740294,1497.776443,746.3614324
2239.337941,20158.38102,12799.51309,6063.839265,1499.228681,747.0779441
2241.584559,20179.15946,12812.62941,6069.938235,1500.680919,747.7944559
2243.831176,20199.93789,12825.74574,6076.037206,1502.133157,748.5109676
2246.077794,20220.71633,12838.86206,6082.136176,1503.585396,749.2274794
2248.324412,20241.49477,12851.97838,6088.235147,1505.037634,749.9439912
2250.571029,20262.2732,12865.09471,6094.334118,1506.489872,750.6605029
2252.817647,20283.05164,12878.21103,6100.433088,1507.94211,751.3770147
2255.064265,20303.83008,12891.32735,6106.532059,1509.394349,752.0935265
2257.310882,20324.60851,12904.44368,6112.631029,1510.846587,752.8100382
2259.5575,20345.38695,12917.56,6118.73,1512.298825,753.52655
2261.804118,20366.16539,12930.67632,6124.828971,1513.751063,754.2430618
2264.050735,20386.94382,12943.79265,6130.927941,1515.203301,754.9595735
2266.297353,20407.72226,12956.90897,6137.026912,1516.65554,755.6760853
2268.543971,20428.5007,12970.02529,6143.125882,1518.107778,756.3925971
2270.790588,20449.27913,12983.14162,6149.224853,1519.560016,757.1091088
2273.037206,20470.05757,12996.25794,6155.323824,1521.012254,757.8256206
2275.283824,20490.83601,13009.37426,6161.422794,1522.464493,758.5421324
2277.530441,20511.61444,13022.49059,6167.521765,1523.916731,759.2586441
2279.777059,20532.39288,13035.60691,6173.620735,1525.368969,759.9751559
2282.023676,20553.17132,13048.72324,6179.719706,1526.821207,760.6916676
2284.270294,20573.94975,13061.83956,6185.818676,1528.273446,761.4081794
2286.516912,20594.72819,13074.95588,6191.917647,1529.725684,762.1246912
2288.763529,20615.50663,13088.07221,6198.016618,1531.177922,762.8412029
2291.010147,20636.28506,13101.18853,6204.115588,1532.63016,763.5577147
2293.256765,20657.0635,13114.30485,6210.214559,1534.082399,764.2742265
2295.503382,20677.84194,13127.42118,6216.313529,1535.534637,764.9907382
2297.75,20698.62038,13140.5375,6222.4125,1536.986875,765.70725
2299.996618,20719.39881,13153.65382,6228.511471,1538.439113,766.4237618
2302.243235,20740.17725,13166.77015,6234.610441,1539.891351,767.1402735
2304.489853,20760.95569,13179.88647,6240.709412,1541.34359,767.8567853
2306.736471,20781.73412,13193.00279,6246.808382,1542.795828,768.5732971
2308.983088,20802.51256,13206.11912,6252.907353,1544.248066,769.2898088
2311.229706,20823.291,13219.23544,6259.006324,1545.700304,770.0063206
2313.476324,20844.06943,13232.35176,6265.105294,1547.152543,770.7228324
2315.722941,20864.84787,13245.46809,6271.204265,1548.604781,771.4393441
2317.969559,20885.62631,13258.58441,6277.303235,1550.057019,772.1558559
2320.216176,20906.40474,13271.70074,6283.402206,1551.509257,772.8723676
2322.462794,20927.18318,13284.81706,6289.501176,1552.961496,773.5888794
2324.709412,20947.96162,13297.93338,6295.600147,1554.413734,774.3053912
2326.956029,20968.74005,13311.04971,6301.699118,1555.865972,775.0219029
2329.202647,20989.51849,13324.16603,6307.798088,1557.31821,775.7384147
2331.449265,21010.29693,13337.28235,6313.897059,1558.770449,776.4549265
2333.695882,21031.07536,13350.39868,6319.996029,1560.222687,777.1714382
2335.9425,21051.8538,13363.515,6326.095,1561.674925,777.88795
2338.189118,21072.63224,13376.63132,6332.193971,1563.127163,778.6044618
2340.435735,21093.41067,13389.74765,6338.292941,1564.579401,779.3209735
2342.682353,21114.18911,13402.86397,6344.391912,1566.03164,780.0374853
2344.928971,21134.96755,13415.98029,6350.490882,1567.483878,780.7539971
2347.175588,21155.74598,13429.09662,6356.589853,1568.936116,781.4705088
2349.422206,21176.52442,13442.21294,6362.688824,1570.388354,782.1870206
2351.668824,21197.30286,13455.32926,6368.787794,1571.840593,782.9035324
2353.915441,21218.08129,13468.44559,6374.886765,1573.292831,783.6200441
2356.162059,21238.85973,13481.56191,6380.985735,1574.745069,784.3365559
2358.408676,21259.63817,13494.67824,6387.084706,1576.197307,785.0530676
2360.655294,21280.4166,13507.79456,6393.183676,1577.649546,785.7695794
2362.901912,21301.19504,13520.91088,6399.282647,1579.101784,786.4860912
2365.148529,21321.97348,13534.02721,6405.381618,1580.554022,787.2026029
2367.395147,21342.75191,13547.14353,6411.480588,1582.00626,787.9191147
2369.641765,21363.53035,13560.25985,6417.579559,1583.458499,788.6356265
2371.888382,21384.30879,13573.37618,6423.678529,1584.910737,789.3521382
2374.135,21405.08723,13586.4925,6429.7775,1586.362975,790.06865
2376.381618,21425.86566,13599.60882,6435.876471,1587.815213,790.7851618
2378.628235,21446.6441,13612.72515,6441.975441,1589.267451,791.5016735
2380.874853,21467.42254,13625.84147,6448.074412,1590.71969,792.2181853
2383.121471,21488.20097,13638.95779,6454.173382,1592.171928,792.9346971
2385.368088,21508.97941,13652.07412,6460.272353,1593.624166,793.6512088
2387.614706,21529.75785,13665.19044,6466.371324,1595.076404,794.3677206
2389.861324,21550.53628,13678.30676,6472.470294,1596.528643,795.0842324
2392.107941,21571.31472,13691.42309,6478.569265,1597.980881,795.8007441
2394.354559,21592.09316,13704.53941,6484.668235,1599.433119,796.5172559
2396.601176,21612.87159,13717.65574,6490.767206,1600.885357,797.2337676
2398.847794,21633.65003,13730.77206,6496.866176,1602.337596,797.9502794
2401.094412,21654.42847,13743.88838,6502.965147,1603.789834,798.6667912
2403.341029,21675.2069,13757.00471,6509.064118,1605.242072,799.3833029
2405.587647,21695.98534,13770.12103,6515.163088,1606.69431,800.0998147
2407.834265,21716.76378,13783.23735,6521.262059,1608.146549,800.8163265
2410.080882,21737.54221,13796.35368,6527.361029,1609.598787,801.5328382
2412.3275,21758.32065,13809.47,6533.46,1611.051025,802.24935
2414.574118,21779.09909,13822.58632,6539.558971,1612.503263,802.9658618
2416.820735,21799.87752,13835.70265,6545.657941,1613.955501,803.6823735
2419.067353,21820.65596,13848.81897,6551.756912,1615.40774,804.3988853
2421.313971,21841.4344,13861.93529,6557.855882,1616.859978,805.1153971
2423.560588,21862.21283,13875.05162,6563.954853,1618.312216,805.8319088
2425.807206,21882.99127,13888.16794,6570.053824,1619.764454,806.5484206
2428.053824,21903.76971,13901.28426,6576.152794,1621.216693,807.2649324
2430.300441,21924.54814,13914.40059,6582.251765,1622.668931,807.9814441
2432.547059,21945.32658,13927.51691,6588.350735,1624.121169,808.6979559
2434.793676,21966.10502,13940.63324,6594.449706,1625.573407,809.4144676
2437.040294,21986.88345,13953.74956,6600.548676,1627.025646,810.1309794
2439.286912,22007.66189,13966.86588,6606.647647,1628.477884,810.8474912
2441.533529,22028.44033,13979.98221,6612.746618,1629.930122,811.5640029
2443.780147,22049.21876,13993.09853,6618.845588,1631.38236,812.2805147
2446.026765,22069.9972,14006.21485,6624.944559,1632.834599,812.9970265
2448.273382,22090.77564,14019.33118,6631.043529,1634.286837,813.7135382
2450.52,22111.55408,14032.4475,6637.1425,1635.739075,814.43005
2452.766618,22132.33251,14045.56382,6643.241471,1637.191313,815.1465618
2455.013235,22153.11095,14058.68015,6649.340441,1638.643551,815.8630735
2457.259853,22173.88939,14071.79647,6655.439412,1640.09579,816.5795853
2459.506471,22194.66782,14084.91279,6661.538382,1641.548028,817.2960971
2461.753088,22215.44626,14098.02912,6667.637353,1643.000266,818.0126088
2463.999706,22236.2247,14111.14544,6673.736324,1644.452504,818.7291206
2466.246324,22257.00313,14124.26176,6679.835294,1645.904743,819.4456324
2468.492941,22277.78157,14137.37809,6685.934265,1647.356981,820.1621441
2470.739559,22298.56001,14150.49441,6692.033235,1648.809219,820.8786559
2472.986176,22319.33844,14163.61074,6698.132206,1650.261457,821.5951676
2475.232794,22340.11688,14176.72706,6704.231176,1651.713696,822.3116794
2477.479412,22360.89532,14189.84338,6710.330147,1653.165934,823.0281912
